Project_ID,Construction_status,Project_manager,Project_cost,Project_counties,Description,Description_short,Is_TIA_project,Project_URL
0013930,UNDER-CONSTRUCTION,kenneth Wicks,8207806.819999999,Coweta,The bridge on SR 54 over Shoal Creek was built in 1947. This bridge consists of six (6) spans on concrete caps with concrete columns. The deck is in fair condition with moderate cracking and scaling throughout and spalls with exposed rebar. This bridge is classified as having an unknown foundation and scour has exposed the footings at the intermediate bents. Due to the structural integrity of the bridge pertaining to the design vehicle it will be upgraded to current standards.,SR 54 - Bridge Rplt,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013930
0013941,COMPLETED-CONSTRUCTION,Victor Gill,9112872.7,Troup,The project proposes the replacement of the existing 244-foot long bridge with a new 330-foot bridge with a bridge clear width of 40 feet. The bridge over Flat Shoal Creek currently consists of two 12-foot lanes and approximately 2-foot outside shoulders. The proposed bridge consists of two 12-foot lanes and 8-foot outside shoulders. The proposed bridge will be built approximately 7 feet above existing deck height to prevent the 100-year storm overtopping the roadway. An off-site detour will be established during construction of the project.,US 27/SR 1 - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013941
0013942,UNDER-CONSTRUCTION,Victor Gill,5855345.65,Troup,"SR 1 at Long Cane Creek is a bridge replacement project located in Troup County on State Route (SR) 1/ United States Highway (US) 27, 3.5 miles southeast of LaGrange, Georgia. The project proposes the replacement of the existing 120-foot long bridge with a new 150-foot bridge with a bridge clear width of 40 feet. The existing bridge over Long Cane Creek currently consists of two 12-foot lanes with curb and gutter. The proposed bridge consists of two 12-foot lanes and two 8- foot outside shoulders and built approximately 8 feet above the existing deck height. An onsite detour bridge will be utilized during construction of the project to ensure maintenance of traffic; the overall project length will be approximately 0.3 miles.",SR 1 - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013942
0013960,UNDER-CONSTRUCTION,Recheal Mcmullin,6040915.66,Meriwether,"The bridge was built in 1945. This bridge consists of five (5) spans of timber decking on timber caps with timber piles. This bridge is classified as structural deficient due to the critical condition of the timber piles in the substructure. The bridge was built using an unknown design load. The overall condition of this bridge would be classified as poor. The deck is in good condition. The superstructure is in satisfactory condition with minor checking and decay throughout. The substructure is in poor condition with deterioration and rot of the timber piles and timber caps. Due to the closure of the bridge structure, the structural integrity of the bridge pertaining to the design vehicle, and the structurally deficient classification, replacement of this 72 year old bridge is recommended.",Stribling RD (CR 285) - Bridge Rehab,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013960
0013999,UNDER-CONSTRUCTION,Sonja Thompson,7703002.51,Troup,Bridge replacement project on SR 18 EB & WB AT LONG CANE CREEK IN WEST POINT.,SR 18/E 10Th St& I-85/SR 403-Construction Of A Roundabout & Br Repl,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013999
0014077,PRE-CONSTRUCTION,Shanda G. Marsh,47022099.22,Troup,"This project proposes new construction of a four-lane facility connecting SR 1/US 27 to CR 282/Youngs Mill Road and the existing LaGrange Bypass/North Davis Road. The proposed project was programmed in November 2015 at the request of the Office of Planning. The southern project limit be located at North Davis Road, 2100-ft east of the Youngs Mill Road and Davis Bypass intersection, where the project will tie into PI# 0014078. The northern project limit will tie into the existing four-lane section of US 27, approximately 1350-ft north of the intersection of US 27/SR 1 and the LaGrange Bypass. This project would also convert a sharp 90° curve on US 27 into a 3-way intersection. The total length of project is 2.0 miles.",Lagrange Bypass From E Of CR 282/Youngs Mill Road To SR 1,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014077
0014078,PRE-CONSTRUCTION,Shanda G. Marsh,46717630.05,Troup,"This project is a widening of Davis Bypass/N Davis Road in LaGrange, as part of the greater LaGrange Bypass. The project is the middle section of 3 projects to allow traffic (trucks in particular), to circumvent the city without passing through downtown. PI 0014078 covers the 2.5 mile middle section, intersecting Hammett Road (currently stop controlled) and ending at SR 14.",Lagrange Bypass/N Davis RD From SR 14/US 29 To Youngs Mill RD,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014078
0014079,PRE-CONSTRUCTION,Shanda G. Marsh,44928414.29,Troup,"The proposed project would widen SR 14 Spur/S. Davis Road from the intersection of SR 109/Lafayette Parkway to the intersection of SR 14/U.S. 29/Hogansville Road. In approximately 2,500 feet from SR 109/Lafayette Parkway, bridge structure (identification 285-0021-0) over the CSX railroad willalso be replaced. The project would total approximately 1.50 miles.",SR 14 Spur From S Of SR 109 To SR 14/US 29,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014079
0014085,UNDER-CONSTRUCTION,Whitney Duncan,7727858.75,"Coweta , Harris , Meriwether , Troup","This project will replace overhead and post mounted signs along I-85 From approximately 0.3 miles south of the Alabama/Georgia State Line and extending north through Harris, Troup, Meriwether and Coweta Counties to a point approximately 0.8 miles north of CR 548/Collinsworth Road in Coweta County. All within the existing I-85 Right of Way.",I-85/SR 403 - Signing Upgrades,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014085
0014168,UNDER-CONSTRUCTION,Joo Kim,11946169.33,Heard,"This project consists of two bridges on SR 34 in Heard County. Both of these bridges were designed using an H-15 vehicle, which is below current design standards. Both bridges are also classified as functionally obsolete due to their narrow deck width. The bridge on SR 34 over Chattahoochee River Tributary, Structure ID 149-0008-0, was built in 1936. The bridge consists of three (3) spans of Reinforced Concrete Deck Girders (RCDG¿s) on concrete caps with concrete piles. The deck is in fair condition. The substructure is in satisfactory condition. The bridge on SR 34 over Daniel Shoals, Structure ID 149-0009-0, was built in 1937. The bridge consists of three (3) spans of Reinforced Concrete Deck Girders (RCDG¿s) on concrete caps with concrete columns. The overall condition of this bridge would be classified as fair. The superstructure is in fair condition with minor deflection cracking.",SR 34 - Bridge Cnst,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014168
0014884,PRE-CONSTRUCTION,Albert V. Shelby III,38713140.0,Haralson,,I-20 From Alabama State Line To SR 100,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014884
0014885,PRE-CONSTRUCTION,Albert V. Shelby III,39644803.0,Haralson,,I-20 From SR 100 To CR 348/Atlanta Ave,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014885
0014886,PRE-CONSTRUCTION,Albert V. Shelby III,26408278.0,"Carroll , Haralson",,I-20 From CR 348/Atlanta Ave/Haralson To SR 1/US 27/Carroll,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014886
0014887,PRE-CONSTRUCTION,Albert V. Shelby III,68940666.0,Carroll,,I-20 From SR 1/US 27 To SR 113,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014887
0014888,PRE-CONSTRUCTION,Albert V. Shelby III,74270390.82,Carroll,,I-20 From SR 113 To SR 61,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014888
0014893,PRE-CONSTRUCTION,Albert V. Shelby III,33405839.83,Troup,,I-85 From 0.26 MI N Of SR 109 To 1.63 MI N Of I-185,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014893
0015314,COMPLETED-CONSTRUCTION,Shannon Dodd,2803321.02,Coweta,This project proposes adding an additional 650' left turn lane to the I-85 Southbound exit ramp and providing appropriate receiving lanes for the dual lest turns. Additional Eastbound receiving lanes would terminate at the intersection of SR 154 and Raymond Hill Rd. Also proposed is the reconfiguration of the SR 154 Eastbound approach at the intersection of the I-85 Southbound ramp to include two through lanes and one 195' channelized right turn lane.,I-85/SR 154 - Traffic Management,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015314
0015408,PRE-CONSTRUCTION,Stenley K. Mack,200000.0,"Butts , Lamar , Monroe , Spalding",,I-75 From Johnstonville Road To Jenkinsburg Road - Phase I,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015408
0015417,COMPLETED-CONSTRUCTION,Monte Lester,2131734.73,"Clayton , Spalding","Bridge Replacement of Wildwood Road @ Bear Creek. The bridge is deficient and requires posting due to cracking on the deck, corrosion and rusting on all beams and scour under both abutments.",Wildwood Road (CR 517/CR 1329) - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015417
0015537,COMPLETED-CONSTRUCTION,Ashley Folmar,12680902.65,Carroll,"This project will replace the bridge over the Little Tallapoosa River. The proposed project consists of rebuilding the bridge in place while utilizing staged construction to keep traffic open during construction. The proposed roadway will consist of four 12-foot lanes, a 14-foot flush median and 12-foot urban shoulders.",US 27/SR 1 - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015537
0015558,COMPLETED-CONSTRUCTION,Victor Gill,4749488.02,Meriwether,"The project proposes to replace the bridge on SR 41/Roosevelt Highway over Coleman Creek in Meriwether County, located 4miles south of Luthersville, GA. The total length of the project is approximately 0.34 miles beginning 720 feet south of the existing bridge abutment and ending 960 feet north of the existing bridge abutment. The proposed project consists of constructing a new 140-ft long by 43.08-ft wide bridge over Coleman Creek that will be constructed at the current location along the existing roadway centerline. Tier 1 off-site detour will be utilized during construction.",US 27 Alt/SR 41 (Roosevelt Hwy) - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015558
0015615,UNDER-CONSTRUCTION,Bianca Wilson,5278573.8,Upson,"This project will replace the existing 180ft length bridge built in 1964 over Ten Mile Creek. The proposed 170ft length bridge will be designed for two 12ft lanes and 8ft shoulders. The bridge approaches will consist of one 12ft lane in each direction and 8ft rural shoulders, 4ft being paved. The bridge will be replaced in-place with the use of an off-site detour.",Jeff Davis RD (CR 422) - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015615
0015679,UNDER-CONSTRUCTION,Zebedee Martin,6565688.42,Douglas,This project proposes to construct a single-lane roundabout at SR 8/US 78 at CS 352/CS 968/Conners Road in Villa Rica in western Douglas County near the eastern border of Carroll County. The project has a proposed length of 0.2 mile. The roundabout will connect SR 8/US 78 with Conners Road while E Montgomery Street will be squared up into a tee.,US 78/SR 8 (Veterans Memorial Hwy) - Construction Of A Roundabout,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015679
0015689,UNDER-CONSTRUCTION,Susan Smith,5289585.32,Henry,This project proposes to install a single lane roundabout at the intersection of SR 81 at New Morn Drive/CR 204. The existing intersection is all-way stop controlled. The project length is 0.8 miles.,SR 81 - Construction Of A Roundabout,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015689
0015694,UNDER-CONSTRUCTION,Susan Smith,4759584.859999999,Carroll,"The proposed project is located on the western edge of Carrollton, Georgia. The proposed project consists of converting the intersection of SR 16 at Beulah Church Road into a single lane roundabout in Carroll County and would include pedestrian crossings and five-foot sidewalks. The estimated project length is 0.80 miles.",SR 16 (Mt Zion RD) - Construction Of A Roundabout,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015694
0015844,PRE-CONSTRUCTION,Lakisha Carter,7391233.39,Coweta,"This project proposes to construct a single lane roundabout at the intersection of SR 14 at Corinth Road in Newnan, Coweta County. This includes the closure of a private railroad at-grade crossing near the SR 14 bridge over CSX railroad. The overall project length is 0.40 miles.",SR 14/US 29 @ CS 2334/Corinth Road In Newnan,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015844
0016108,UNDER-CONSTRUCTION,Chris Penuel,4308145.66,Carroll,The project proposes to install a single lane roundabout at intersection of SR 16 and Columbia Drive/Brumbelow Road. Each leg of the proposed single lane roundabout will have raised medians (splitter islands)and curb and gutter on the approaches. The length of project is 0.34 mile.,SR 16 - Construction Of A Roundabout,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016108
0016110,UNDER-CONSTRUCTION,Susan Smith,2548378.59,Carroll,This project consists of installing turn lane improvements at SR 101 at Old Draketown Trail in order to mitigate the current safety issue at the intersection and improve the level of service. The improvement consists of a center turn lane that will facilitate left turn movements from SR 101 to Old Draketown Trail and Legion Lake Road. Old Draketown Trail will be realigned to correct intersection skew.,SR 101 (Rockmart RD) - Widening,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016110
0016113,UNDER-CONSTRUCTION,Daniel Chastain,4481007.84,Meriwether,"This project proposes a single lane roundabout with pedestrian accommodations at the currently side street stop-controlled intersection of SR 41/Roosevelt Highway at Judson Bulloch Road in Meriwether County, Georgia. The overall project length is 0.40 miles.",SR 41 - Construction Of A Roundabout,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016113
0016466,PRE-CONSTRUCTION,Destinie Seide,10938563.47,Carroll,"This project proposes to install a single lane roundabout at the intersections of Rocky Branch Road to SR 61 and a multi-lane roundabout at the intersection of SR 8 FROM CS 919, in Carroll County.",SR 8 From CS 919/Rocky Branch Road To SR 61,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016466
0016527,PRE-CONSTRUCTION,Vernisha Walker,1179000.0,Meriwether,"This project proposes to replace the existing 175 ft x 32.2 ft concrete bridge with a new 190 ft x 39.08 ft reinforced concrete bridge on SR 362 @ Red Oak Creek. The approaches will consist of two-12-ft travel lanes with 8-ft shoulders (2-ft paved) and open ditches. The proposed bridge will be raised approximately 1.66 ft above the existing bridge. The proposed project will be approximately 1,185 feet (0.224 miles) in length. Traffic will be maintained on an Off-Site Detour.",SR 362 @ Red Oak Creek 6 MI NE Of Greenville,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016527
0016574,PRE-CONSTRUCTION,Rhonda Hines,9238430.95,"Meriwether , Pike","This bridge (Structure ID 199-0056-0; Flat Shoals Road over Flint River) was built in 1958. The bridge consists of seven spans of four steel beams on concrete caps with concrete and steel piling. The structure is 574 foot long by 26 feet wide. This is a two way two lane structure, which lands at a small island midstream near a middle span.",CR 246/CR 412/Flat Shoals Road @ Flint River,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016574
0016576,PRE-CONSTRUCTION,Muhanad AlRawi,5032890.12,Coweta,"The proposed project would replace the existing bridge at County Road (CR) 261/Old Corinth Road at Sandy Creek in Coweta County, Georgia. The new single span bridge would be approximately 110 feet long and approximately 38.25 feet wide. Total length of the project would be approximately 0.3 mile. The proposed typical section of the roadway would consist of two 11-foot lanes with 6.5-foot paved shoulders. The project would utilize a shift near the bridge and a minor widening to avoid the stream located parallel to the roadway. The project proposes to close the road during construction and an off-site detour would be utilized. Required right-of-way width would be approximately 145 feet.",CR 261/Old Corinth Road @ Sandy Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016576
0016577,PRE-CONSTRUCTION,Jasmine Chatman,3291853.86,Carroll,"This project is the replacement of the bridge on CR 824/West Hickory Level Road at the Little Tallapoosa River. This project is paired with the replacement of the bridge on CR 824/West Hickory Level Road at the Little Tallapoosa River Tributary. The proposed projects begin around 300 feet west of the existing bridge over the Little Tallapoosa Tributary and extend 375 feet east of the existing bridge crossing the Little Tallapoosa River, for an approximate total length of 1150 feet (0.22 miles).",CR 824/W Hickory Level Road @ Little Tallapoosa River,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016577
0016578,PRE-CONSTRUCTION,Jasmine Chatman,2538987.4699999997,Carroll,"This project is the replacement of the bridge on CR 824/West Hickory Level Road at the Little Tallapoosa River Tributary. This project is paired with the replacement of the bridge on CR 824/West Hickory Level Road at the Little Tallapoosa River. The proposed projects begin around 300 feet west of the existing bridge over the Little Tallapoosa Tributary and extend 375 feet east of the existing bridge crossing the Little Tallapoosa River, for an approximate total length of 1150 feet (0.22 miles).",CR 824/W Hickory Level Road @ Little Tallapoosa River Trib,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016578
0016579,PRE-CONSTRUCTION,Muhanad AlRawi,8091298.1,"Clayton , Fayette",This project will replace an existing bridge along McDonough Rd over the Flint River between Zoie Ct and Tara Rd in Clayton and Fayette Counties. The existing rural two lane bridge will be replaced with a similar rural two lane bridge that meets current standards. The project will utilize an offsite detour with an expected duration of 9 to 12 months.,CR 191/CR 363/Mcdonough Road @ Flint River,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016579
0016840,COMPLETED-CONSTRUCTION,Matthew Sanders,2012242.61,Carroll,This Low Impact Bridge Replacement Project is for CR 35 (Bethesda Church Road) crossing Indian Creek located 2.23 miles Northwest of Roopville. The existing bridge is 91-ft x 24-ft and is deficient which requires posting due to cracking in the beams and spans one and five have shifted 1 inch. It will be replaced with a 150-ft x 33-ft wide structure allowing for two 11-feet lanes with paved shoulders and concrete barriers on each side. During construction an offsite detour will be required for less than a year.,Bethesda Chruch RD (CR 35) - Construction Of A Bridge,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016840
0016841,COMPLETED-CONSTRUCTION,Matthew Sanders,1336956.37,Carroll,"This is a Low Impact Bridge Replacement Project of Asbury Road crossing Trestle Creek located 1 mile North of Temple. The existing bridge is 42-ft long x 23.8-ft wide and is deficient which requires posting due to pitted piles, a void in riprap at abutment three and the piles were driven incorrectly. The new Structure will be 80-ft long x 33-ft wide featuring two 10-ft wide lanes with paved shoulders and concrete barriers on each side. The roadway approaches will be widened to 10-ft at the bridge and taper back down to the existing roadway within the project limits. During construction an offsite detour will be required for less than a year.",Asbury RD (CS 784) - Bridge Rehab,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016841
0016926,UNDER-CONSTRUCTION,Michelle Wright,1584440.63,"Harris , Muscogee , Troup",Intelligent Transportation System (ITS) Expansion along the corridor of I-185 from I-85 to Victory Drive. This project includes installing of closed-circuit television and vehicle detection systems to support Traffic Operations Navigator ATMS platform and motorist. The project proposes installing CCTVs at 15 proposed locations and 2 DMSs.,I-185/SR 411 - Its Expansion,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016926
0017139,PRE-CONSTRUCTION,Bryanna Saunders,4959959.46,Troup,The project proposes to construct a roundabout at the intersection of SR 219 @ CR 419/Wares Cross Road/Cameron Mill Road. The project is located in Troup County and is approximately 0.40 miles long.,SR 219 @ CR 419/Wares Cross Road/Cameron Mill Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017139
0017222,PRE-CONSTRUCTION,Matthew Sanders,6890478.03,Carroll,"This project consists of replacing two steel pipe culverts on SR 113 in Carroll County. Both culverts built in 1950 and are assumed to be an H-15 design, which is below our current design standard. The structure over Allen Creek, ID# 045-0038-0, is a 2-barrel corrugated metal pipe culvert with concrete sandbag head walls and dirt aprons. The concrete sandbag headers have started to fall out exposing the supporting dirt around the culvert barrels. There is 3 feet of scour at the inlet end of barrel 1 and 4 to 5 feet of undermining on the outlet end of barrels 1 and 2. The structure over Bethel Creek, ID# 045-0039-0, is a 3-barrel corrugated metal pipe culvert with concrete sandbag head walls and dirt aprons. The concrete sandbag headers have failed on the inlet end in between barrels 1 and 2 exposing the supporting dirt around the culvert barrels. The protective coating has worn away from the bottom halves of these metal pipes allowing the exposed steel to corrode.",SR 113 @ Allen Creek & @ Bethel Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017222
0017424,COMPLETED-CONSTRUCTION,Jemillatu Lewally,3040760.33,Pike,"Bridge Replacement of Concord Road at Birch Creek. This bridge is deficient and requires posting due to intermediate bents out of alignment, all caps have vertical cracking with efflorescence.",Concord RD (CR 333)  Over Birch Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017424
0017812,UNDER-CONSTRUCTION,April Mckown,6105189.0,Fayette,"This project will patch, mill, and resurface the following roadways within Fayette County: 85 Connector (from SR 85 to Woods Road), New Hope Road (from SR 92 to City Limit), Banks Road (from SR 85 to County Line), Banks Road (from City Limits to SR 54), McIntosh Trail (Peachtree Parkway to Robinson Road), and Ebenezer Road (Robinson Road to City Limit). The proposed work on Kelly Drive (From SR 74 to Planterra Way) and Dogwood Trail (from Senoia Road to Farr Road) consists of Full depth reclaimation.",Fayette County Resurfacing Program @ 9 Locs - Phase II,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017812
0017842,PRE-CONSTRUCTION,Andrew Bryant,4080000.0,"Carroll , Haralson",This project proposes signal upgrades along SR 8 at 8 locations in Carroll & Haralson Counties.,SR 8 @ 8 Locs & SR 61 @ 1 Loc,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017842
0017937,PRE-CONSTRUCTION,Tynise Woods,10573988.86,Meriwether,"The project consists of replacement of the existing bridge over CSX Railroad, Structure ID 199-0035-0 in Woodbury. The bridge will include two 11-foot lanes and 8-foot shoulders. The roadway approaches will include two 11-foot lanes and 8-foot overall shoulders, 4-foot of which is paved. A temporary off-site detour will be used for staging traffic. The temporary detour will utilize State Route 41, State Route 173, State Route 85, and State Route 109/State Route 18 and increase route length from 10.3 miles to 12.3 miles, a net length increase of 2.0 miles. The proposed bridge will consist of a 70-foot span, an 80-foot span, and four 70-foot spans and will require raising the vertical alignment approximately 1.25-feet for vertical clearance requirements over the railroad. The proposed project length is 0.6 miles.",SR 85 @ CSX #639361Y In Woodbury,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017937
0017940,PRE-CONSTRUCTION,Tynise Woods,9528650.92,"Pike , Upson","The project consists of replacement of the existing bridge over Elkins Creek, Structure ID 231-0004-0 0.9 miles south of Molena. The bridge will include two 12-foot lanes and 10-foot shoulders. The roadway approaches will include two 12-foot lanes and 10-foot overall shoulders, 4-foot of which is paved. A temporary on-site detour will be utilized for staging traffic. The temporary detour will utilize an on-site temporary bridge west of the existing bridge. The proposed bridge will consist of two 45-foot spans, three 50-foot spans, and a 45-foot span and will require raising the vertical alignment approximately 1.8-feet for vertical clearance requirements over Elkins Creek. The proposed project length is 0.4 miles.",SR 74 @ Elkins Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017940
0017965,PRE-CONSTRUCTION,Susan Smith,4480000.0,Carroll,This project proposes to construct a Diverging Diamond Interchange at SR 61 at I-20 on and off ramps.,I-20 @ SR 61 - Ddi,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017965
0017966,COMPLETED-CONSTRUCTION,Jagpreet Ghuman,1040287.48,Carroll,"This project would install reduced conflict U-turn (RCUT) (stop sign controlled) at SR 61 @ Commerce Dr and install RCUT (Signalized)at SR 61 @ Meadowlark Dr. This project is outside Villa Rica, GA in Carrol County and is approximately 0.40 miles in length. This project is programmed as a safety project.",SR 61 - Intersection Improv,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017966
0018022,PRE-CONSTRUCTION,Rianon Rudolfer,3720000.0,Troup,"This project consists of single-lane roundabouts with bypass lanes on I-85 northbound and southbound ramps along SR54 / SR100. Proposed improvements will be within the ROW with an approximate project length of 0.5 miles. As part of this project, pedestrian infrastructure will be integrated.",SR 54/SR 100 @ I-85 Ramps In Hogansville,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018022
0018037,COMPLETED-CONSTRUCTION,Lakeshia Denise Osborn,244592.86,Fayette,"Off-system safety project including 95.59 miles of updating highway signs, striping and pavement markings at 37 locations in Fayette County",Various Locs - Off-System Safety Improv,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018037
0018231,PRE-CONSTRUCTION,Michael Carter,3049031.5,Coweta,"Bridge Replacement @ CR 21/HAPPY VALLEY ROAD @ BROWNS CREEK 6 MI N OF NEWNAN The purpose of this project is to replace the bridge on CR21/ Happy Valley Road over Browns Creek in the Coweta County, located 6 miles north of Newnan, GA. Existing Right of way is 80 ft. Proposed Right of way varies from 80 ft to 110 ft. The total length of the project is approximately 0.16 miles beginning 420 ft south of the existing bridge abutment and ending 380 ft north of the existing bridge abutment. The proposed project consists of constructing a new bridge over Browns Creek that is approximately 60 ft long and 40¿- 1¿ ft wide that will be constructed at the current location along the existing roadway centerline. Traffic will utilize an off-site detour during construction.",CR 21/Happy Valley Circle @ Browns Creek 6 MI N Of Newnan,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018231
0018244,PRE-CONSTRUCTION,Michael Carter,3711336.99,Heard,"Bridge Replacement @ CR 211/RIDGEWAY ROAD @ CEDAR CREEK 7 MI W OF FRANKLIN The project proposes to replace the existing bridge on County Road (CR) 211/Ridgeway Road over Cedar Creek (Bridge Serial No. 149-5040-0). The bridge is located 7 miles west of Franklin, Georgia in Heard County and was built in 1969. The 120-foot-long bridge is a 3-span reinforced concrete T-Beam bridge supported by reinforced concrete intermediate bents and pile end bents. The bridge is 32.6-footwide, carrying 2 lanes with a total curb-to-curb width of 28.8 feet. The proposed lane width on the bridge is 12 feet with 3 feet shoulder. Bridge barriers consist of concrete post and railing. The bridge is posted with load restrictions.",CR 211/Ridgeway Road @ Cedar Creek 7 MI W Of Franklin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018244
0018330,PRE-CONSTRUCTION,Lakisha Carter,3775644.75,Coweta,A single-lane roundabout is recommended to be installed at the intersection of SR 54 and Gordon Road in Coweta County. The proposed safety improvements are expected to provide some of the highest crash mitigation and operational benefits.,SR 54 @ CR 547/Gordon Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018330
0018352,PRE-CONSTRUCTION,Joo Kim,3800000.0,Muscogee,Contruct a 10' multi-use trail on Cherokee Avenue from Garrard Street to Slade Drive and from Slade Drive to the Fall Line Trace Trail.,Cherokee Ave & Slade Dr From Garrard St To Fall Line Trace Trl,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018352
0018376,PRE-CONSTRUCTION,Ivie Goorsky,2968000.0,Heard,This project proposes to reconstruct the intersection of SR 34 at SR 100 in the City of Franklin in Heard County into a conventional single lane roundabout. Each leg of the proposed single lane roundabout will have raised splitter islands and rural shoulders.,SR 34 @ SR 100,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018376
0018394,PRE-CONSTRUCTION,Ivie Goorsky,4803000.0,Haralson,This project would construct a roundabout at the intersection of SR 8 @ CS 693/Mangham Drive in Haralson County.,SR 8 @ CS 693/Mangham Drive,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018394
0019042,PRE-CONSTRUCTION,Alexander Lakes,4750000.0,Spalding,This project would construct a roundabout at the intersection of SR 155 @ CR 498/N McDonough Road in Spalding County.,SR 155 @ CR 498/N Mcdonough Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019042
0019045,PRE-CONSTRUCTION,Ivie Goorsky,4800000.0,Spalding,This project proposes a roundabout at the intersection of SR 16 @ Wild Plum Road near the new airport and industrial area in Spalding County.,SR 16 @ CR 94/Wild Plum Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019045
