Project_ID,Construction_status,Project_manager,Project_cost,Project_counties,Description,Description_short,Is_TIA_project,Project_URL
0019048,PRE-CONSTRUCTION,Alexander Lakes,2854835.71,Haralson,This project proposes to construct a single-lane roundabout at the intersection of State Route 120 and Rebel Way near Haralson County High School in Haralson County.,SR 120 @ CS 618/Rebel Way,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019048
0019066,PRE-CONSTRUCTION,Darrius Lee,1200000.0,Haralson,This project proposes to address existing profile issues on SR 1/US 27 at the Norfolk Southern railroad grade crossing. The scope of work is subject to change as the project develops.,SR 1/US 27 @ Ns# 904889S,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019066
0019120,PRE-CONSTRUCTION,Michael Carter,3525000.0,Lamar,Bridge replacement project @ CR 217/VAN BUREN ROAD @ LITTLE TOWALIGA RIVER,CR 217/Van Buren Road @ Little Towaliga River,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019120
0019121,PRE-CONSTRUCTION,Michael Carter,1875000.0,Lamar,Bridge replacement project @ CR 51 (CANNAFAX FARM ROAD) / LITTLE POTATO CREEK,CR 51/Cannafax Farm Road @ Little Potato Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019121
0019122,PRE-CONSTRUCTION,Michael Carter,2400000.0,Lamar,Bridge replacement project @ CR 77/ETHERIDGE MILL ROAD @ POTATO CREEK 2 MI W OF MILNER,CR 77/Etheridge Mill Road @ Potato Creek 2 MI W Of Milner,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019122
0019123,PRE-CONSTRUCTION,Tynise Woods,1875000.0,Pike,Bridge replacement at CR 25/WILLIAMS MILL ROAD @ LITTLE POTATO CREEK TRIB Pike: 0.40 miles,CR 25/Williams Mill Road @ Little Potato Creek Trib,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019123
0019135,PRE-CONSTRUCTION,Leo Perez,2367605.5,Muscogee,"The proposed improvement includes: Constructing signalized dual right turn lanes along the SR 22 EB exit ramp and dual left turn lanes along the SR 22 WB exit ramps. Also, the SR 1/Veterans Pkwy NB right turn lane at the SR 22 WB ramps will be realigned to improve sight distance.",SR 1/US 27 @ SR 22/SR 540/US 80,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019135
0019227,UNDER-CONSTRUCTION,Lakeshia Denise Osborn,94713.98,Pike,The proposed project will provide striping and signing improvements on Kings Road in Pike County. The project has a total project length of 4.0 miles.,Various Locs - Off-System Safety Improv,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019227
0019237,UNDER-CONSTRUCTION,Lakeshia Denise Osborn,52298.6,Haralson,"This project will install center and edge line striping on CR 146/Broad Street in Haralson County, beginning from Renee Drive, Tallapoosa, GA, to the Alabama state line. The project has a total length of 3.17 miles.",Broad Street (CR 146) - Off-System Safety Improv,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019237
0019468,PRE-CONSTRUCTION,Bryanna Saunders,2704000.0,Carroll,This project proposes to install a single lane roundabout at the existing intersection of SR 16 at Clem Lowell Road/ Old Newnan Road.,SR 16 @ CR 829/Clem Lowell Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019468
0019508,PRE-CONSTRUCTION,William Lee Eastin,5000000.0,Harris,,Man O War Trail Extension - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019508
0019509,PRE-CONSTRUCTION,William Lee Eastin,7000000.0,Harris,,SR 315 From Hart Drive To Hamilton Mulberry Grove Road - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019509
0019510,PRE-CONSTRUCTION,William Lee Eastin,4000000.0,Harris,,SR 315 @ SR 219 & CR 391/Goat Rock Road - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019510
0019516,UNDER-CONSTRUCTION,William Lee Eastin,25000000.0,Muscogee,,Columbus Airport - Passenger Terminal Expansion - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019516
0019518,PRE-CONSTRUCTION,William Lee Eastin,800000.0,Harris,,SR 85 @ CR 187/Central Church Road - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019518
0019524,PRE-CONSTRUCTION,William Lee Eastin,12800000.0,Muscogee,,CR 94/Whitesville RD From Bradley Park Dr To Williams RD - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019524
0019531,PRE-CONSTRUCTION,William Lee Eastin,12200000.0,Muscogee,,CR 2104/Double Churches Road From SR 219 To SR 1 - TIA,Yes,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019531
0019634,PRE-CONSTRUCTION,Shanda G. Marsh,100400000.0,Coweta,"This project proposes to widen and reconstruct Lower Fayetteville Road from Greison Trail to Lora Smith Road from a 2-lane rural facility to a variable 3 to 4 lane urban roadway, adding pedestrian and bicycle accommodations. The bridge over I-85 is proposed to be reconstructed to accommodate the proposed roadway improvements. A new bridge is also proposed over White Oak Creek to meet hydraulic requirements.",Lower Fayetteville Road From Greison Trail To Lora Smith Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019634
0019635,PRE-CONSTRUCTION,Antoniette K Moseley,12550000.0,Coweta,"The project anticipates extending the widening of Poplar Road by adding additional through lanes in each direction so that there are 2 through lanes in each direction. There are 27 parcels anticipated, with no displacements expected. The anticipated environmental document is a Categorical Exclusion (CE). The project includes 2 roundabouts and is within 5 miles of the Newton-Coweta County Airport.",Poplar Road From W Of Newnan Crossing Blvd To E Of Yeager Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019635
0019645,PRE-CONSTRUCTION,Alexander Lakes,5406540.98,Troup,This project proposes to widen the roadway to create a two-way left turn lane on SR 14/US 29 between Vernon Road and Broad Street in the City of LaGrange.,SR 14 From CS 1248/Vernon Road To SR 14 Conn,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019645
0019662,PRE-CONSTRUCTION,Alexander Lakes,4010714.0,Harris,This project proposes to construct roundabouts at the intersection of State Route 315 and the I-185 northbound and southbound ramps.,I-185 @ SR 315,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019662
0019684,PRE-CONSTRUCTION,Ivie Goorsky,1510000.0,Carroll,This project proposes a two-way left turn lane along State Route 113 near the intersection of Pleasant Ridge Road in Carroll County.,SR 113 @ CR 261/Pleasant Ridge Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019684
0019710,PRE-CONSTRUCTION,Damian McSwain,1891730.56,Meriwether,"Bridge Replacement of Beaver Lake Road at Shoals Creek. This bridge is deficient and requires posting due to insufficient load carrying capacity, timber back wall deterioration, beam distortion and rotation, weld plate disconnections, and roadway approach erosion.",CR 335/Beaver Lake Road @ Shoals Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019710
0019777,PRE-CONSTRUCTION,April Mckown,16180000.0,Carroll,"The request for funding is for the P/E phase of a downtown streetscape and roadway modification project for Main Street, Temple Street, and a small section of N. Carroll Road. The conceptual plan for the project includes the elimination of Main Street from N. Carroll Road to N. Candler Street, and the rerouting of the primary traffic corridor onto Temple Street.",SR 61; N Carroll Road & Temple Street In Villa Rica - LCI,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019777
0019783,PRE-CONSTRUCTION,April Mckown,3754716.25,Coweta,This project is located in Coweta County with the City of Newnan as the sponsor. The project will begin at the intersection of Sprayberry Road & Jefferson Street and conclude at Greison Trail and Jefferson Street. The project intends to construct a realignment at the intersection of Sprayberry Road and Jefferson Street and incorporate a roundabout at the intersection of Greison Trail and Jefferson Street. The project is approximately 0.06 miles. Other elements include: a Shared Use Path on both sides of the road as well as pedestrian lighting.,Sprayberry RD @ Jefferson St & Jefferson St @ Greison Trail,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019783
0019784,PRE-CONSTRUCTION,Chidurum Ekeke,4735000.0,Coweta,"The project would add a second left turn lane and extend the left turn lanes on the Poplar road approach to SR 6, providing additional storage for left-turning traffic and would add a second eastbound receiving lane on SR 16 to accept traffic from the dual left turn lanes on Poplar Road.",SR 16 @ CR 103/Poplar Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019784
0019835,PRE-CONSTRUCTION,Shari Williams,819459.32,Carroll,"This project proposes the following safety improvements along State Route 113: A signal upgrade on State Route 113 @ North Park Street, a runaround install on State Route 113 @ Brandy Chase, and systemic signing and marking improvements on State Route 113 from North Park Street to Zachary Drive.",SR 113 From SR 1 To Zachary Drive,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019835
0019930,UNDER-CONSTRUCTION,Lakeshia Denise Osborn,830942.37,Meriwether,"This project includes Off-System Safety Improvements (i.e., signing and marking) at 11 locations in Meriwether County. The project has a total project length of 73.04 miles.",Various Locs - Off-System Safety Improv,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019930
0019938,PRE-CONSTRUCTION,Tynise Woods,6745000.0,Spalding,Bridge Replacement at SR 16 @ NS #718713V IN GRIFFIN Newton: 0.20 miles,SR 16 @ NS #718713V In Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019938
0019939,PRE-CONSTRUCTION,Tynise Woods,10290000.0,Spalding,Bridge replacement at SR 3/US 19 SB & NB @ SR 362 IN GRIFFIN Spalding: 0.40 Miles,SR 3/US 19 Sb & Nb @ SR 362 In Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019939
0019940,PRE-CONSTRUCTION,Tynise Woods,3900000.0,Spalding,Bridge Replacement at MOON ROAD @ WILDCAT CREEK 7 MI W OF GRIFFIN Spalding: 0.20 miles,Moon Road @ Wildcat Creek 7 MI W Of Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019940
0019957,UNDER-CONSTRUCTION,Lakeshia Denise Osborn,428660.46,Douglas,This project will add or upgrade pavement markings at 8 locations in in Douglas County. The project has a total project length of 31.11 miles.,Various Locs - Oss,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019957
0020087,PRE-CONSTRUCTION,Stenley K. Mack,3576028.0,Carroll,"SR 1/Martha Berry Highway at SR 166 ramps is located in Carroll County in Carrollton.The proposed improvement would add a third northbound and southbound through lane on SR 1/Marth Berry Highway. Additionally, it would widen to allow protective-permissive northbound and southbound left turns on SR 1/Martha Berry Highway at Central High Road. The improvement would also close the median opening at Sue Alice Lane and convert the side streets to right in right out, redirecting vehicles to U-turn locations downstream. Additionally, the connection of Cottage Hill Rd to the western driveway would be removed to reduce the risk of angle crashes and provide a more efficient intersection. To accomplish these improvements, widening would be required along SR 1/Martha Berry Highway, both to the inside of the median and on the outside at some parts.",SR 1/US 27 @ SR 166,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020087
0020110,PRE-CONSTRUCTION,Lawrence Brown,4850000.0,Spalding,,Manley Road @ Heads Creek Trib 3 MI N Of Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020110
0020113,PRE-CONSTRUCTION,Stenley K. Mack,1081269.0,Carroll,"The proposed improvement would extend the westbound dual left lanes by 300 feet, capturing the entire queue for AM and PM peak hours in the right turn lanes in the design year. Additionally, a second northbound right lane, would be proposed with 250 feet of storage. Both right turn lanes will be signalized, and their storage length would capture the entire queue for the AM and PM peak hours in the design year. This proposed improvement would also include moving up the stop bars on all approaches to shorten the path of vehicle need to transcend through the intersection. A truck turn analysis was performed for all improvements to ensure no waiting vehicles would be impacted by opposing turning movements.",SR 166 @ Bankhead Hwy,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020113
0020114,PRE-CONSTRUCTION,Stenley K. Mack,2688986.0,Coweta,"The proposed alternave would provide addional EB through lane along SR 34. The addional through lane would start as a NB Free Flow Right Turn at Fischer Rd and terminate as a drop right turn lane at Trinity Chrisan School Driveway (about 0.5 mi). The alternave would also provide signalized dual NBR and extend WBL by 400¿ at the intersecon of SR 34 at SR 54. Addional works like earth work, signal cabinet and signal strain pole relocaon and ulity relocaon needs to be done for dual NBR construcon. To accommodate the addional through space 2 4 FT concrete medians would be proposed along SR 34. There would also be impacts to the sidewalk, pedestrian islands, and drainage structures that will be modi¿ed. Addional EB through lane would widen both inside and outside along SR 34 and that C &G & sidewalk would need to be rebuilt.",SR 34 @ SR 54,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020114
0020125,PRE-CONSTRUCTION,Lakisha Carter,3980000.0,Coweta,"The single-lane roundabout proposes to increase the conspicuity of the intersection through the installation of a landscaped central island, raised splitter islands, lighting, and advanced signage. With raised islands features, the roundabout is also expected to reduce sideswipe -same direction crashes. The roundabout would help control speed on all intersection approaches as the entry/exit lanes are designed to have a maximum speed of 25 mph. The increased visibility and low speed that this alternative offer would mitigate the documented fatal and serious injuries compared to existing intersection configuration.",SR 16 @ Elders Mill Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020125
0020135,PRE-CONSTRUCTION,Julian Ivey,2715000.0,Spalding,This project proposes to install RCUTs in multiple locations along SR 3/US 19 from Minter Road to Crestview Baptist Church in Spalding County.,SR 3/US 19 From Minter Road To Crestview Baptist Church,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020135
0020137,PRE-CONSTRUCTION,Justin Banks,6575000.0,Carroll,"Bridge Replacement - LOVVORN MILL ROAD at BIG INDIAN CREEK, @ NORTH BOWDON CITY LIMIT",Lovvorn Mill Road @ Big Indian Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020137
0020154,PRE-CONSTRUCTION,Justin Banks,7325000.0,Carroll,Bridge replacement - at SR 8 at Little Tallapoosa River (In-House Bridge Design),SR 8 @ Little Tallapoosa River,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020154
0020155,PRE-CONSTRUCTION,Lawrence Brown,13050000.0,Coweta,,SR 16 @ CSX #639459C In Senoia,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020155
0020156,PRE-CONSTRUCTION,Lawrence Brown,7275000.0,Coweta,,SR 54 @ White Oak Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020156
0020157,PRE-CONSTRUCTION,Justin Banks,8400000.0,Douglas,This project will replace an existing bridge along SR 166 over Bear Creek in Douglas County.,SR 166 @ Bear Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020157
0020162,PRE-CONSTRUCTION,Lawrence Brown,12700000.0,Meriwether,,SR 362 @ CSX #639441S,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020162
0020163,PRE-CONSTRUCTION,Lawrence Brown,8500000.0,Troup,,SR 100 @ Yellow Jacket Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020163
0020165,PRE-CONSTRUCTION,Micheal Abebe,1900000.0,Haralson,"Bridge Replacement of Stone Mountain Road at Walker Creek. This bridge is deficient and requires posting due to insufficient load carrying capacity, as encasements have scour/undermining; piles and anchor bolts show corrosion and deterioration; deck exhibits spalls, cracking, exposed rebar.",Old Hwy 100 @ Walker Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020165
0020268,PRE-CONSTRUCTION,Ethan Mobley,5321000.0,Haralson,"This project prepares to increase capacity for the existing truck parking facilities within the I-20 EB, Tallapoosa Visitor Center.",Welcome Center @ I-20 In Haralson County,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020268
0020279,PRE-CONSTRUCTION,Michael Carter,1800000.0,Coweta,"Bridge Replacement of Corinth Road at New River. This bridge is deficient and requires posting due to insufficient load carrying capacity, as substructure concrete abutments have cracking/spalling and piles exhibiting corrosion; super beams showing corrosion; concrete deck with longitudinal and transverse cracking and abrasion visible; approach curbs spalled with exposed rebar",Corinth Road @ New River,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020279
0020280,PRE-CONSTRUCTION,Michael Carter,1800000.0,Meriwether,"Bridge Replacement of Keith Road at Beech Creek. This bridge is deficient and requires posting due to insufficient load carrying capacity, as sub timber abutments and piles with helper bents exhibit scour and checking; super beams with lateral bracing showing corrosion/pitting and section loss; corrugated deck with asphalt overlay exhibiting corrosion and extensive cracking/spalling; approach roadways have settled and eroded.",Keith Road @ Beech Creek,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020280
0020291,PRE-CONSTRUCTION,Ivie Goorsky,2400000.0,Harris,"This project proposes a single-lane roundabout at the intersection of SR 1/US 27 and SR 18, north of Pine Mountain.",SR 1/US 27 @ SR 18,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020291
0020293,PRE-CONSTRUCTION,Darrius Lee,1400000.0,Troup,The proposed project will make improvements at the northbound on ramp and southbound off ramp and signals at the intersection of I-85 and SR 109.,I-85 Sb & Nb Ramps @ SR 109,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020293
0020679,PRE-CONSTRUCTION,Jeremy Roscoe Thompson,525000.0,Haralson,,SR 8/SR 100 @ NS #726708U In Tallapoosa,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020679
0020932,PRE-CONSTRUCTION,Stenley K. Mack,3539000.0,Haralson,,SR 113 @ Morgan Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020932
0021158,PRE-CONSTRUCTION,Emily Tjung,4000000.0,Spalding,"2/5/25: Project in the City of Griffin along US41/SR155/Zebulon Road. The begin point is Pineywood Road and ending at Crescent Road. The posted speed limit is 45 MPH with an assumed 80 foot ROW. The approximately project length is 1 mile. Proposed construction includes a pedestrian bridge over Ison Branch creek, 5¿ sidewalk, curb and gutter, and drainage improvements. A National Guard facility and airport are within the project limits. No construction is anticipated within the Runway Protection Zone. ENV: CE assumed ROW: 5 +/- parcels anticipated UTL: Minor utility relocations assumed RR: N/A Other: Airport within 5 miles",Zebulon Road From Pineywood Road To Crescent Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0021158
0021183,PRE-CONSTRUCTION,Stenley K. Mack,3872200.0,Douglas,The proposed improvement would convert the unsignalized intersection into a mini roundabout. The proposed roundabout would have an inscribed diameter of 90 feet with a 20 foot circulating lane. No bypass lanes are proposed for the roundabout to maintain within the existing intersection footprint. The center island will be traversable to allow heavy vehicles larger than SU-40 to cross through the intersection. ADA ramps will be provided on each approach to facilitate safe pedestrian crossing. The proposed roundabout is expected to immensely improve both operations and crash rates at the intersection.,SR 166 @ Post Road,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0021183
312042-,UNDER-CONSTRUCTION,W. J. Rountree,0.0,"Harris , Monroe",,I-185 Bridge Jack @ Old W Point RD & I-75 @ Pea Ridge/Monroe,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=312042-
321713-,PRE-CONSTRUCTION,Albert V. Shelby III,16725129.41,Troup,,SR 14 From Ferrell Road To Morgan Street,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=321713-
321880-,UNDER-CONSTRUCTION,Derrick Cameron,19249251.02,Meriwether,This project proposes the replacement of the CSX Railroad Bridge over SR 41 west of Warm Springs. A temporary railroad detour with a 50' long temporary bridge will be constructed south of the existing railroad track. The purpose of this is that the railroad is considered an historic resource. A programmatic section 4f for historic bridges is available for use. The new bridge of like kind will be built in the original location and the railroad will be shifted back to its original location. This will avoid a 4f situation. The proposed typical is a two lane rural section with 100' right of way. A design speed of 45 mph will be used along with 2:1 slopes and V-gutter to minimize environmental impacts and reduce construction cost.,US 27 Alt/SR 41 - Bridge Repl,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=321880-
322250-,UNDER-CONSTRUCTION,Joo Kim,50354671.36,Troup,"This 1.42 mile project located in the city of LaGrange, Troup County consists of widening a two-lane roadway to four lanes with a 20-foot raised median and urban shoulders. It begins at the intersection of SR 1/US 27/Hamilton Road and Auburn Street (MP 14.80), and extends northerly to the intersection of SR 1/US 27/Hamilton Road and US 219/Whitesville Street/Morgan Street (MP 16.22). Extending from Auburn Street to SR 219, the project would complete the last link in the multilaning of the heavily traveled SR 1/US 27 corridor from I-85 south of LaGrange to near Waugh Road north of LaGrange. The corridor provides a much needed north-south multilane facility through a growing urban area.",US 27/SR 1 (Hamilton RD) - Widen & Recon,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=322250-
331680-,PRE-CONSTRUCTION,Albert V. Shelby III,3776269.85,Spalding,,CR 103/Buck Creek Road @ Buck Creek NE Orchard Hill,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=331680-
331690-,PRE-CONSTRUCTION,Ben Rabun,620000.0,Spalding,,CR 496/Hollonville Road @ Line Creek Tributary S Of SR 16,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=331690-
331710-,PRE-CONSTRUCTION,Albert V. Shelby III,4653222.65,Spalding,,CR 35/Vaughn Road@ Heads Creek N Of SR 16 ,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=331710-
331720-,PRE-CONSTRUCTION,Albert V. Shelby III,3601975.61,Spalding,,CR 889/Jordan Hill Road @ Troublesome Creek N Of SR 16,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=331720-
331900-,UNDER-CONSTRUCTION,Sumit Gevaria,1673172.67,"Lamar , Spalding","This bridge (Structure ID 255-0036-0; CR 222/CR 954/County Line Road over Potato Creek) was built in 1956 and is listed in fair condition. The bridge consists of three spans of seven reinforced concrete beams on concrete caps with timber piles. The bridge was designed using a H-15 vehicle which is below current standards. There is transverse cracking over the deck joints and the bottom of the deck. There is erosion under the cap at abutment 1 exposing one timber pile. There is minor settlement under the abutment 4 cap and vertical cracking is present in the caps. Checks are present on all the timber piles. There is minor erosion at both banks around the structure. Due to the age and condition of the bridge, replacement is necessary.",County Line Road (CR 222/CR 954) - Bridge Replac,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=331900-
332180-,UNDER-CONSTRUCTION,Michael Vincent Hamilton,10540366.7,Coweta,This project proposes to improve the operational efficiency of the existing intersection of SR 16 and SR 54 while reducing the frequency and severity of crashes at this intersection. The project will replace the existing mini roundabout intersection of SR 16 and SR 54 with a modern roundabout. The existing bridge over the Norfolk Southern Railroad north of the intersection will be replaced with a wider structure to accommodate the approaches of the roundabout.,SR 16 - Construction Roundabout,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=332180-
342860-,PRE-CONSTRUCTION,Albert V. Shelby III,3957891.29,Spalding,,CR 509/Birdie Road @ Griffin Reservoir Trib NW Of Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=342860-
342880-,PRE-CONSTRUCTION,Leandrea Holiday,6825000.0,Upson,"Project replaces an existing bridge, CR 22/Hannah Mill Road at Potato Creek in Thomaston Georgia.",CR 22/Hannah Mill Road @ Potato Creek NW Edge Of Thomaston,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=342880-
342897-,UNDER-CONSTRUCTION,Steve Henry,0.0,"Henry , Spalding",,SR 155- Shoulder Paving From CR 498 To SR 42/Spalding-34289X,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=342897-
370821-,PRE-CONSTRUCTION,Albert V. Shelby III,3720618.16,Coweta,,CR 129 @ Little White Oak Creek E Of Moreland ,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370821-
370830-,PRE-CONSTRUCTION,Albert V. Shelby III,6127794.92,Coweta,,CR 214 @ Messiers Creek N Of Grantville,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370830-
370833-,PRE-CONSTRUCTION,Albert V. Shelby III,3757768.06,"Coweta , Meriwether",,CR 169 @ Little White Oak Creek/Meriwether & Coweta CO Line,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370833-
370835-,PRE-CONSTRUCTION,Albert V. Shelby III,5661373.5600000005,Coweta,,CR 91 @ Central Of Ga Rr W Of Sharpsburg ,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370835-
370836-,PRE-CONSTRUCTION,Albert V. Shelby III,3695680.66,Coweta,,CR 174 @ Gray Branch 4 MI SE Of Senoia,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370836-
370851-,PRE-CONSTRUCTION,Albert V. Shelby III,3454546.32,Harris,,CR 255 @ Grant Creek S Of Roosevelt State Park,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370851-
370852-,PRE-CONSTRUCTION,Albert V. Shelby III,3454546.32,Harris,,CR 254 South Of Roosevelt State Park @ Bethlehem Crk,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370852-
370880-,PRE-CONSTRUCTION,Albert V. Shelby III,4234027.29,"Clayton , Spalding",,CR 517 @ Bear Creek @ Clayton/Spalding CO Ln,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370880-
370881-,PRE-CONSTRUCTION,Albert V. Shelby III,5996469.369999999,Spalding,,CR 170 @ Unnamed Creek E Of Fayette County Line,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370881-
370882-,PRE-CONSTRUCTION,Albert V. Shelby III,4912530.33,Spalding,,CR 36 @ Wildcat Creek E Of Fayette County Line,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370882-
370883-,PRE-CONSTRUCTION,Albert V. Shelby III,3885126.29,Spalding,,CR 115 @ Cabin Creek 1-1/2 Miles S Of SR 16,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370883-
370885-,PRE-CONSTRUCTION,Albert V. Shelby III,4227593.97,Spalding,,CR 197/Moon Road @ Wildcat Creek W Of Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370885-
370886-,PRE-CONSTRUCTION,Albert V. Shelby III,3957891.29,Spalding,,CR 185/Westmoreland Road @ Heads Creek Trib NW Of Griffin,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370886-
370900-,PRE-CONSTRUCTION,Albert V. Shelby III,3495796.32,Troup,,CR 162 @ Mud Creek SE Of Lagrange,No,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=370900-
