Project_ID,Project_counties,Is_TIA_project,Project_description,Last_refresh,Project_URL
0018265,Cobb,No,SR 280 From CS 1720/Windy Hill Road To CS 1782/Concord Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018265
M006522,"Forsyth , Gwinnett , Towns , Union",No,SR 2; SR 141 & SR 400 @ 6 Locs - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006522
M006597,DeKalb,No,I-85 @2 Loc & I-285 @2 Loc In Dekalb Co-Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006597
M006598,Fulton,No,I-20 @1 Loc & I-285 @3 Loc In Fulton Co-Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006598
M006599,DeKalb,No,SR 10; SR 13 & SR 410 @ 6 Locs In Dekalb-Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006599
M006673,Fulton,No,SR 140 From SR 9 To Cherokee County Line,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006673
M006674,Fulton,No,SR 140 From Gwinnett County Line To SR 9,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006674
M006600,DeKalb,No,I-285 @ 4 Locs In Dekalb County - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006600
M006601,Fulton,No,I-75 @ 4 Locs In Fulton County - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006601
M006603,"Cobb , Fulton , Rockdale",No,Bridge Preservation @ 5 Loc In Cobb; Fulton &Rockdale County,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006603
M006605,Fayette,No,SR 85 From SR 92 To SR 92,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006605
M006675,Clayton,No,SR 54 & SR 138 From N Main Street To Henry County Line,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006675
M006529,Gwinnett,No,I-85 @ 4 Locs In Gwinnett County - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006529
M006531,"Cobb , Fulton",No,Interstate N Pkwy & Powers Ferry@ 2 Loc In Cobb-Bridge Rehab,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006531
M006532,"Coweta , Fayette , Troup",No,Bridge Preservation @ 6 Locs In Coweta; Fayette & Troup,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006532
M006533,Clayton,No,I-85 & I-285 @ 5 Locs In Clayton - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006533
M006534,Cobb,No,I-75 & I-285 @ 3 Locs In Cobb - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006534
M006682,Fulton,No,I-75/I-85 From CSX #050315P To Brookwood Interchange,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006682
M006684,Fulton,No,SR 14 From Norman Berry Drive To CSX #718047H,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006684
M006685,Fulton,No,SR 9 From SR 3 To N Of Paces Ferry RD &SR 9 SO From SR 9 To SR 9,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006685
M006693,Gwinnett,No,SR 141 From Dekalb County Line To Fulton County Line,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006693
M006699,Clayton,No,SR 138 From Fulton County Line To North Ave,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006699
M006701,Cobb,No,I-75 From I-285 To N Of Hickory Grove Road - Express Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006701
M006706,Cobb,No,I-75 Nb Noise Walls @ 6 Locs In Cobb County,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006706
M006707,Cobb,No,I-75 Nb Noise Walls @ 7 Locs In Cobb County,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006707
M006708,Cobb,No,I-75 Nb Noise Walls @ 9 Locs In Cobb County,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006708
M006554,Douglas,No,SR 5 From Central Church Road To SR 8,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006554
M006555,Cobb,No,SR 3/US 41 From Fulton County Line To Terrell Mill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006555
M006556,DeKalb,No,SR 410/US 78 From I-285 To SR 10,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006556
M006558,"Clayton , Fulton",No,SR 14 From SR 14 Alt To SR 154/SR 166,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006558
M006713,Cobb,No,I-75 Nb Noise Walls @ 9 Locs N Of Bells Ferry RD In Cobb Co,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006713
M006714,Cobb,No,I-75 Nb Noise Walls @ 6 Locs N Of Wade Green Road In Cobb Co,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006714
M006560,Fulton,No,I-20 From Chattahoochee River To Hill Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006560
M006562,"Bartow , Cherokee , Cobb",No,I-75 From Frey Road/Cobb To Glade Road/Bartow,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006562
M006563,"DeKalb , Fulton",No,I-20 From W Of Hill St/Fulton To W Of Columbia Dr/Dekalb,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006563
M006650,"Clayton , Fulton",No,I-85 From S Of SR 139/Clayton To SR 3/Fulton,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006650
M006651,Gwinnett,No,I-85 From N Of Old Peachtree Road To I-985,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006651
M006571,DeKalb,No,I-285 From Snapfinger Road To SR 8,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006571
M006653,"Cherokee , Pickens",No,I-575 From Etowah River/Cherokee To SR 372/Pickens,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006653
M006573,"Cobb , Fulton",No,I-285 @ Chattahoochee River - Bridge Rehab,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006573
M006574,"Cherokee , Gordon",No,I-75 @ 4 Locs In Cherokee & Gordon County - Bridge Rehab,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006574
M006575,Clayton,No,I-75 & I-285 @ 7 Loc In Clayton County - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006575
M006576,Douglas,No,I-20 @ 4 Locs In Douglas County - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006576
M006661,Fulton,No,I-285 From Clayton County Line To SR 14,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006661
M006580,"Forsyth , Gwinnett",No,SR 13; SR 316; SR 317 & SR 369 @ 5 Locs - Bridge Rehab,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006580
M006585,Fulton,No,I-75; I-85 & I-285 @ 5 Locs In Fulton - Bridge Preservation,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006585
M006592,Gwinnett,No,I-85 From SR 140 To Old Peachtree Road - Express Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006592
M006593,Gwinnett,No,I-85 From Steve Reynolds Blvd To Old Peachtree Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006593
M006672,Cobb,No,SR 280 From Fulton County Line To SR 5,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006672
0020085,Cobb,No,SR 92 @ Sandy Plains Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020085
0020088,Forsyth,No,SR 20 @ SR 400 Sb Ramp,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020088
0019616,Cobb,No,Big Shanty RD From Chastain Meadows Pkwy To Bells Ferry RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019616
0019617,Cobb,No,Chattahoochee River Trail From SR 139 To Nickajack Creek-Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019617
0019618,Cobb,No,Cumberland Multi-Modal Path - Segment E,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019618
0019841,Fulton,No,SR 138 @ CR 581/Bethsaida Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019841
0020285,Clayton,No,SR 3; SR 3 Conn; SR 85 & SR 139 @ 4 Locs,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020285
0020286,Cobb,No,Cumberland Core Loop From E Of Galleria Dr To Cumberland Blvd,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020286
0019622,DeKalb,No,SR 155 From Columbia Drive To Wesley Chapel Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019622
0019623,DeKalb,No,CR 5182/Pleasantdale Road From I-85 To Tucker Norcross Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019623
0020287,Cobb,No,SR 3 @ Cumberland Mall,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020287
0019631,Cherokee,No,I-575 @ CR 416/Towne Lake Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019631
0019632,Cherokee,No,I-575 @ CS 698/Ridgewalk Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019632
0020108,Cobb,No,SR 360 From Cheatham Hill Road To County Services Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020108
0019349,"Cobb , Henry",No,I-75 @ 5 Locs-Wrong Way Driving Deployment On Managed Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019349
0019636,Douglas,No,Chapel Hill From Hospital Dr To Arbor Place Blvd; Inc I-20 Ddi,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019636
0019637,Gwinnett,No,I-985 @ CR 120/Thompson Mill Road - New Interchange,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019637
0019638,Henry,No,SR 81 From CR 651/Keys Ferry Road To CR 371/Bethany Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019638
0019639,Fulton,No,Joseph E Lowery @ 2 Locs & Lee Street @ 1 Loc,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019639
0019640,Fulton,No,Chattahoochee Greenway From Rogers Bridge RD To Mcginnis Ferry,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019640
0019884,DeKalb,No,SR 13 @ I-285; @ Oakcliff RD; @ Mcelroy RD & @ Longmire Way,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019884
0019885,Cobb,No,SR 3/US 41 @ Cumberland Blvd/Windy Ridge Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019885
0019887,Cobb,No,SR 3/US 41 @ Third Army Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019887
0019888,DeKalb,No,Michelle Obama Trail Ext From South River Trail To Conley Crk,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019888
0020111,DeKalb,No,SR 12 @ Panola Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020111
0020112,"DeKalb , Fulton",No,SR 8/US 23 @ SR 42,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020112
0020115,Gwinnett,No,SR 13 @ S Lee Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020115
0019647,Fulton,No,SR 70 @ CR 2036/Westpark Place,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019647
0019648,Fulton,No,SR 70 @ CR 1283/Bucknell Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019648
0019649,Fulton,No,SR 70 @ CR 1277/Great Southwest Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019649
0019889,Douglas,No,Lee Road Ext From SR 92 To CR 141/Bomar Road - Phase I,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019889
0019890,Cobb,No,SR 280 From SR 3 To CR 3281/Atlanta Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019890
0019897,DeKalb,No,CR 5169/Cedar Grove Road @ NS #718387U,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019897
0020117,Fulton,No,Mlk Jr Drive @ West Lake Ave - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020117
0020118,Cobb,No,I-75 @ Hope Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020118
0019469,Fulton,No,SR 70 From Lakeview Court To Mendel Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019469
0019470,DeKalb,No,SR 10 From CR 5148/Rockbridge Road To CR 814/Rays Road - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019470
0019668,Fulton,No,SR 14 Alt @ CS 1386/Stonewall Tell Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019668
0019676,DeKalb,No,SR 42 @ I-285 Wb Ramp,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019676
0019678,Fulton,No,SR 166 @ I-75 Nb Ramp,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019678
0019679,Clayton,No,SR 3 @ SR 331,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019679
0019687,Cobb,No,Cobb County Transportation Management Center (Tmc) Upgrade,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019687
0019691,Clayton,No,SR 3 @ 4 Locs & SR 3 Conn @ 1 Loc - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019691
0020157,Douglas,No,SR 166 @ Bear Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020157
0020158,Fulton,No,SR 237 @ CSX #639816C In Atlanta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020158
0020159,Fulton,No,SR 237 @ Peachtree Creek In Atlanta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020159
0019701,Cobb,No,SR 360 @ CR 3728/Windy Hill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019701
0019702,Cherokee,No,SR 92 @ CR 769/Wade Green Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019702
0019703,Fulton,No,SR 6 @ SR 154,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019703
0019704,Gwinnett,No,SR 20 @ SR 324,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019704
0019705,DeKalb,No,SR 13/US 23 @ I-285,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019705
0019955,Fulton,No,Off-System Safety Improvements @ 5 Locs In Milton - Hrrr,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019955
0020197,"Gwinnett , Hall",No,SR 8; SR 20; SR 60 & Gwinnett Drive @ 4 Locs - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020197
0020200,Fulton,No,SR 8 From Proctor Creek Greenway To Atlanta Beltline - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020200
0020201,Fulton,No,Langhorn Street From S Of SR 139 To Westview Drive - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020201
0020202,Clayton,No,SR 139 From Shoreham Drive To Lake Regency Drive - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020202
0019956,Cobb,No,Off-System Safety Improvements @ 6 Locs In Cobb County,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019956
0020203,Clayton,No,SR 139 @ Garden Walk Blvd - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020203
0020204,Clayton,No,SR 139 @ E Fayetteville Road & SR 139 @ Walker Road - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020204
0020205,Fulton,No,SR 9 & 14Th St From Howell Mill RD To W Peachtree St - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020205
0019775,Fulton,No,SR 70 From Sandy Creek To SR 8,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019775
0019776,Fulton,No,Marietta Road From Thomas Street To W Marietta Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019776
0019965,DeKalb,No,I-285 From N Shallowford RD To Henderson RD-Top End Express Ln,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019965
0020262,DeKalb,No,Executive Park South @ I-85; Inc Shared Use Path,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020262
0019778,Clayton,No,SR 3 & SR 3 Conn From Henry County Line To Upper Riverdale RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019778
0019780,Cobb,No,Cumberland Multi-Modal Path - Segment D,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019780
0019966,DeKalb,No,I-285 From Henderson RD To SR 410/US 78-Eastside Express Lns ,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019966
0019967,DeKalb,No,I-285 From SR 410/US 78 To I-20 - Eastside Express Lanes ,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019967
0020001,Cobb,No,Johnson Ferry Road @ Shallowford Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020001
0019785,DeKalb,No,Chamblee Dunwoody Road From Womack Road To Roberts Drive-LCI,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019785
0019786,DeKalb,No,Traffic Signal Operations & Tech Improvements In Dekalb Co,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019786
0019787,DeKalb,No,Mountain Ind Blvd From Lewis Road To N Royal Atl Drive @ 6 Loc,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019787
0019789,DeKalb,No,SR 141 @ Parsons Drive/Peachtree Road/N Shallowford Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019789
0019790,DeKalb,No,Shallowford RD From New Peachtree To Chamblee Dunwoody - LCI,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019790
0019791,"DeKalb , Gwinnett",No,Winters Chapel RD From Charmant Place To Peeler RD-Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019791
0020040,DeKalb,No,SR 8/US 23 From South Ponce De Leon Ave To Ridgecrest Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020040
0019558,"DeKalb , Fulton",No,SR 154 @ 7 Locs In Dekalb & 1 Loc In Fulton - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019558
0019793,Fulton,No,SR 9 From CS 1436/Dunwoody Place To Chattahoochee River,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019793
0019797,Forsyth,No,SR 9 @ CR 199/Punch Hammond Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019797
0019799,Gwinnett,No,Crooked Crk Trail From Spalding Dr To Peachtree Corners Circle,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019799
0020042,DeKalb,No,SR 12 @ Hillvale Road - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020042
0020043,DeKalb,No,Laredo Drive @ 1 Loc & N Clarendon Ave @ 1 Loc - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020043
0020046,Fulton,No,Beltline Southside Trail From Glenwood Ave To Woodward Ave,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020046
0019834,Fulton,No,SR 280 @ CS 2645/Northwest Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019834
0020052,"Cobb , Paulding",No,SR 92 From E Paulding Middle School To Due West RD-Phase III,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020052
0020067,Cobb,No,Bells Ferry Road @ Noonday Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0020067
0019052,Gwinnett,No,SR 140 @ I-85,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019052
0019054,DeKalb,No,Tucker-Northlake Trail From Downtown Tucker To Northlake Mall,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019054
0019068,Fulton,No,SR 14 Alt/US 29 @ Derrick Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019068
0019069,Fulton,No,SR 8 @ SR 70,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019069
M006073,Fulton,No,I-285 From Chattahoochee River To W Of SR 400,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006073
M005878,Fulton,No,SR 400 @ Justin C Martin Building - Tunnel Bridge Rehab,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005878
M004059,Fulton,No,I-285 @ CR 288/Heards Road - Emergency Repair,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004059
M004984,Fayette,No,SR 85 From SR 314 To Clayton County Line,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004984
641900-,Cherokee,No,SR 140 From CR 766-Mp 10.75 To CR 52-Mp 7.86,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=641900-
642040-,Cherokee,No,SR 140 Eb Mp 0.75 To 2.0- Wb Mp 4.8 To 6.0,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=642040-
M004512,"Cherokee , Cobb",No,I-575 @ 13 Locs - Sign Upgrades,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004512
M004516,"DeKalb , Gwinnett",No,SR 10/SR 410/US 78 @ 9 Locs - Sign Upgrades,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004516
642260-,Cherokee,No,CR 770/Bells Ferry Road From N Of Little Rv To N Of Sixes RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=642260-
M004520,Fulton,No,SR 154/SR 166 @ 6 Locs - Sign Upgrades,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004520
M004522,Fulton,No,"SR 141 @ Old Alabama RD, Medlock Crossing, And States Bridge",1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004522
M004538,Fulton,No,SR 3 Conn From SR 14 To SR 3,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004538
712510-,DeKalb,No,I-285 From I-20 N To Stone Mountain Fwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=712510-
712520-,DeKalb,No,I-285 From Stone Mountain Fwy To I-85,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=712520-
M005017,Henry,No,SR 20 From Newton County Line To CS 992/Mcgarity Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005017
713610-,DeKalb,No,I-20 From Columbia Drive East To Evans Mill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=713610-
721000-,"Fulton , Gwinnett",No,SR 120 From SR 141/Fulton To Peachtree Ind Blvd/Gwinnett,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=721000-
