Project_ID,Project_counties,Is_TIA_project,Project_description,Last_refresh,Project_URL
0010186,Fulton,No,Downtown Atlanta Express Bus Circulation Improvement - GRTA,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010186
0010315,Gwinnett,No,Indian Trail Park & Ride Lot - GRTA,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010315
0011833,Fulton,No,SR 154 @ Fairburn Road & @ Barge Road - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011833
0010814,Gwinnett,No,I-85 Nb @ I-985 - Flyover Ramp,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010814
0010874,Fulton,No,Big Creek Pkwy From W Of SR 140 To E Of SR 140; Inc New Bridge,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0010874
0013628,"Newton , Rockdale",No,SR 162 - Widen & Recon,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013628
0013159,Fulton,No,Old Alabama RD From 0.47 MI W Of Nesbit Ferry RD To Buice RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013159
0013525,Cherokee,No,CR 8998/Bells Ferry RD From N Victoria RD To N Of Little River,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013525
0012759,Clayton,No,I-75 Sb Cd System From SR 3 Conn To N Of I-285; Inc Aux Lane,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0012759
0013563,Douglas,No,CR 817/Lee Road/South Sweetwater RD - Phase I - GRTA,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013563
0013566,"DeKalb , Rockdale",No,Old Covington Hwy From SR 124 To CR 67/Lake Capri Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013566
0013571,Forsyth,No,SR 306 From SR 400 To SR 369,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013571
0012596,Fulton,No,SR 42/US 23 @ SR 154 & @ Arkwright Place,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0012596
0012597,DeKalb,No,SR 154 From SR 42/US 23 To SR 155,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0012597
0012877,Douglas,No,Greenway Trail From Boundary Waters Park To Sweetwater Ck Park,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0012877
0012884,Gwinnett,No,Indian Trail-Lilburn RD From Willow Trail Pkwy To Burns RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0012884
0013594,Rockdale,No,SR 20 & Sigman Road From CS 442/Irwin Bridge Road To SR 138,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013594
0013315,Clayton,No,SR 42 From CR 3901/Lake Harbin RD To CR 1350/Anvil Block RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013315
0014080,Clayton,No,SR 314 From SR 139 To CR 1346/Flat Shoals Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014080
0013889,Fulton,No,SR 140 @ Saddle Creek Pkwy/Saddle Creek Drive In Roswell,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013889
0013890,"Cherokee , Fulton",No,SR 140 From CS 1331/Rucker Road To CR 777/Arnold Mill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013890
0013891,Cherokee,No,SR 140 From CR 777/Arnold Mill RD To CR 765/E Cherokee Dr,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013891
0013892,Cherokee,No,SR 140 From CR 765/East Cherokee Drive To I-575,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013892
0013893,Gwinnett,No,SR 316 From E Of Collins Hill Road To W Of Cedars Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013893
0013708,Cherokee,No,SR 20 From I-575 To SR 369,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013708
0013895,Gwinnett,No,SR 316 From E Of CR 186/Cedars RD To E Of CR 5661/Fence RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013895
0013896,Gwinnett,No,SR 316 @ CR 5661/Fence RD & New Loc From Fence RD To SR 8,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013896
0013897,Gwinnett,No,SR 316 From E Of Fence Road To W Of Sugarloaf Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013897
0013899,Gwinnett,No,SR 316 @ CR 7646/Oak Valley Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013899
0013900,Gwinnett,No,SR 316 @ CS 1255/Williams Farm Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013900
0015156,Clayton,No,SR 3/US 19 From SR 54 To I-75 @ 15 Locs,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015156
0013901,Gwinnett,No,SR 316/US 29 @ CR 238/Drowning Creek Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013901
0014132,Cherokee,No,SR 20 From CR 762/Union Hill RD To CR 765/East Cherokee Dr,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014132
0013913,DeKalb,No,I-20 From I-285 To SR 124 - Express Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013913
0013916,"Cobb , Douglas , Fulton",No,I-20 From I-285 To CR 192/Bright Star Road - Express Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013916
0013917,"Cobb , Fulton",No,I-285 From I-20/Fulton To Atlanta RD/Cobb-Westside Express Ln ,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013917
0014133,Cherokee,No,SR 20 From CR 765/East Cherokee Drive To SR 369,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014133
0013733,Douglas,No,SR 5/US 78 @ SR 6/US 278,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013733
0013919,"Clayton , Henry",No,I-75 From I-285 To SR 138 - Express Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013919
0013920,"DeKalb , Gwinnett",No,I-85 From I-285 To CR 3761/Old Peachtree Road - Express Lanes,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013920
0014172,Gwinnett,No,SR 124 From Ronald Reagan Pkwy To Sugarloaf Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014172
0015216,DeKalb,No,CS 236/Hugh Howell Road @ SR 8 Conn,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015216
0013756,DeKalb,No,Lithonia Ind Blvd From Woodrow RD To Evans Mill RD - Phase IV,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013756
0015219,Fulton,No,I-285 @ SR 9 - Interchange,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015219
0013951,DeKalb,No,SR 42 From CR 1285/Clifton RD To CR 5160/North Druid Hills RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013951
0013965,Forsyth,No,Post Road From CR 5/Kelly Mill Road To SR 20,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013965
0015284,Henry,No,SR 155 From I-75 To Hampton-Locust Grove RD/Bill Gardner Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015284
0013972,Gwinnett,No,SR 140 From SR 13 To SR 141,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013972
0013974,Gwinnett,No,SR 20 From SR 124 To CR 1940/Hurricane Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013974
0014925,Gwinnett,No,SR 124 From SR 20 To CR 106/Old Peachtree Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014925
0014926,Gwinnett,No,SR 124 From Old Peachtree Road To Hamilton Mill Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014926
0014927,Gwinnett,No,SR 124 From E Of Hamilton Mill Pkwy To Wheeler Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014927
0015288,Fulton,No,SR 3/US 41 From CS 1704/Tech Pkwy To CS 696/Hemphill Ave,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015288
0015295,Fulton,No,CS 2003/Central Ave @ CSX #279974G In Atlanta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015295
0013989,Forsyth,No,SR 369 From SR 306 To Hall County Line,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013989
0013991,DeKalb,No,SR 42 - Construction Of A Bridge,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0013991
0015042,Cobb,No,Rottenwood Creek Trail From Alumni Dr To Franklin RD - Phase I,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015042
0015078,Fulton,No,Big Creek Greenway Conn From Bethany Bend RD To Morris RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015078
0015089,Henry,No,SR 81 From E Of SR 81 We To E Of CR 371/Bethany Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015089
0015090,Henry,No,Rock Quarry Road From Eagles Landing Pkwy To SR 42/SR 138,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015090
0015624,Fulton,No,SR 279 From SR 138 To CR 1391/Flat Shoals Road - Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015624
0015919,DeKalb,No,I-85 Nb From SR 42 To SR 155,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015919
0015424,Fulton,No,Transportation Management Center,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015424
0015664,Fulton,No,Campbellton RD From CR 485/Enon RD To CS 2952/Campground RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015664
0015956,DeKalb,No,SR 155/US 23 From I-85 To CR 1482/Audubon Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015956
0015680,DeKalb,No,SR 155 From SR 236 To CR 157/Briarcliff Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015680
0015682,DeKalb,No,SR 8 From CSX #639758J To CR 1267/N Ponce De Leon Ave,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015682
0015701,DeKalb,No,SR 124 From I-20 To CR 4282/Old Covington Highway,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015701
0016053,DeKalb,No,Ptree Crk Greenway Trail From Atl To N Druid Hills RD-Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016053
0016056,DeKalb,No,CS 127/Ashford Dunwoody Road @ CS 145/Windsor Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016056
0015546,Fulton,No,SR 14 @ NS #718047H In Atlanta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015546
0016067,Gwinnett,No,Norcross Greenway - LCI,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016067
0016089,"Barrow , Gwinnett , Hall",No,SR 211 From CS 1274/Pinot Noir Drive To SR 347,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016089
0015575,"Newton , Rockdale , Walton",No,SR 138 From Hi Roc Road To SR 81,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015575
0015591,"Dawson , Forsyth",No,SR 9 @ CR 741/Bannister Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0015591
0017514,Cobb,No,CR 2089/Angham Road @ NS #719820N - Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017514
0016597,Cherokee,No,CR 372/Waters Road @ Mill Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016597
0016598,Cherokee,No,CR 375/Vaughn Road @ Mill Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016598
0016599,Fulton,No,CS 1472/Waters Road @ Long Indian Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016599
0016352,Gwinnett,No,SR 84 @ CR 556/Lakeview Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016352
0016605,Fulton,No,CR 581/Bethsaida Road @ Morning Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016605
0016606,Clayton,No,CR 392/Upper Riverdale Road @ Flint River,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016606
0016362,Fulton,No,SR 13 @ CS 520/Monroe Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016362
0016365,Cherokee,No,SR 92 @ CR 387/Trickum Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016365
0016390,Fulton,No,SR 3 @ CS 2328/Ralph David Abernathy Blvd & CS 2429/Glenn St,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016390
0017110,Gwinnett,No,I-85 @ Mcginnis Ferry Road - New Interchange - Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017110
0017113,Gwinnett,No,SR 141 Sb From SR 140 To CR 3958/Winters Chapel Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017113
0017116,Cobb,No,SR 120 @ CR 8228/Ernest Barrett Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017116
0017124,"Cobb , Fulton",No,I-285 From Atlanta RD To Northside Dr-Top End Express Lanes ,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017124
0016475,DeKalb,No,SR 8/SR 10/US 23 @ Lullwater Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016475
0016476,Fulton,No,SR 9/US 19 @ CSX #639817J In Atlanta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016476
0017135,"DeKalb , Fulton",No,I-285 From Northside Dr To N Shallowford RD-Top End Express Ln,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017135
0016509,Cherokee,No,SR 108 @ Shoal Creek 4.5 MI SW Of Waleska,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016509
0017187,Fulton,No,SR 120 From North Point Pkwy To Kimball Bridge Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017187
0016579,"Clayton , Fayette",No,CR 191/CR 363/Mcdonough Road @ Flint River,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016579
0016580,Fulton,No,CS 1323/Hopewell Road @ Chicken Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016580
0017398,Fulton,No,SR 92 @ CR 515/Jones Road & @ CR 485/Demooney Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017398
0017399,DeKalb,No,SR 410/US 78 @ CR 9476/Mountain Ind Blvd,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017399
0017401,Fulton,No,SR 42 @ CS 2199/United Ave & CS 2935/Skyhaven Road - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017401
0017402,Fulton,No,I-75 Nb Ramps @ CS 253/Moores Mill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017402
0016581,Fulton,No,CS 4/Birmingham Road @ Chicken Creek Trib,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016581
0016582,Fulton,No,CS 34/Freemanville Road @ Cooper Sandy Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016582
0016583,Gwinnett,No,CR 243/Brooks Road @ Alcovy River,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016583
0017404,Gwinnett,No,I-85 Nb Ramp @ CR 134/Hamilton Mill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017404
0017405,Gwinnett,No,SR 124 @ Hamilton Mill RD & @ Hamilton Creek Pkwy,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017405
0016975,Forsyth,No,Pilgrim Mill Road From Holtzclaw Road To Tidwell Park,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0016975
0017719,Forsyth,No,SR 20 We From Hudson Street To Mason Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017719
0017995,Fulton,No,SR 70 From CR 7549/Lakeview Court To CR 2036/Westpark Place,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017995
0017998,Gwinnett,No,SR 124 From SR 20 To Barrow County Line - Phase I,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017998
0018283,Cobb,No,SR 3/US 41 @ SR 5 Conn,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018283
0018284,DeKalb,No,SR 8/US 29 @ CR 5160/North Druid Hills Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018284
0018297,Gwinnett,No,SR 120 From CR 5529/Boles Farm Lane To CR 709/Pine Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018297
0018298,Fulton,No,SR 3/US 41 @ SR 8,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018298
0018301,Fulton,No,SR 3/US 19 From CS 3498/Marietta Street To CS 3352/8Th Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018301
0018302,Fulton,No,SR 3/US 19 From Greensferry Ave To Joseph E Boone Blvd,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018302
0018303,Fulton,No,SR 3/US 19 From Whitehall Street To Greensferry Ave,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018303
0018008,"Newton , Rockdale",No,Dial Mill Road @ Little Haynes Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018008
0018324,Fulton,No,SR 139 & CS 2328 From Cascade Ave To Murphy Ave - Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018324
0018024,Cherokee,No,SR 92 @ CS 998/Main Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018024
0018033,"DeKalb , Fulton",No,Atlanta Traffic Signal Enhancements - Phase II,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018033
0018335,DeKalb,No,SR 10 From SR 155 To Arcadia Ave &From Lakeshore Dr To SR 10-Vru,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018335
0018343,Fulton,No,SR 3/US 19 From SR 14 To Greensferry Ave/Mcdaniels Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018343
0017789,Cherokee,No,SR 140 From SR 5 Bu To N Of CS 662/Mary Lane In Canton,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017789
0018369,Fulton,No,SR 14 Alt/US 29 @ Hunter Road/Mason Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018369
0017802,Fulton,No,Atlanta Traffic Signal Enhancement Program - Phase I,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017802
0017804,Cherokee,No,SR 140 @ CR 309/Univeter Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017804
0017806,Cobb,No,Cumberland Core Loop From Galleria Drive To Akers Mill RD-LCI,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017806
0017807,DeKalb,No,City Of Chamblee Rail Trail Extension - LCI,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017807
0018185,Fulton,No,SR 70 @ CR 4176/Cascade Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018185
0018381,Gwinnett,No,Traffic Signal Upgrades @ 12 Locs In Gwinnett County,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018381
0017809,DeKalb,No,South River Trail Ext From Bolder Walk Drive To Crestdale RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017809
0017811,Douglas,No,SR 92 & CS 532 From Brown Street To Mccarley Street,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017811
0017813,Fayette,No,SR 85 @ 1 Loc; SR 279 @ 1 Loc & Corinth Road @ 1 Loc,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017813
0017814,Fulton,No,CS 9216/North Point Pkwy From Mansell RD To Haynes Bridge RD,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017814
0017815,Fulton,No,Chattahoochee Greenway From SR 120 To Cauley Creek Park,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017815
0018191,Fulton,No,I-285 From SR 14 To CS 2971/Mt Gilead Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018191
0018192,Fulton,No,I-285 From CS 2971/Mt Gilead Road To CS 843/Collier Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018192
0018193,"Cobb , Fulton",No,I-285 From CS 843/Collier Drive To CR 2838/Paces Ferry Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018193
0017821,Rockdale,No,Rockdale Rvr Trail Ext From Rockdale Rvr Trail To Granade Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017821
0017830,Fulton,No,CS 111/Buice Road @ Johns Creek,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017830
0017958,Rockdale,No,SR 138 @ CR 122/Dial Mill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017958
0018237,Fulton,No,CS 135/Howell Mill Road @ Peachtree Creek In Atlanta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018237
0018238,"Cherokee , Fulton",No,CS 32/CR 306/Clarity RD @ Little River 8 MI NW Of Alpharetta,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018238
0018239,"Coweta , Fulton",No,Atlanta Newnan Road @ Cedar Creek 3 MI W Of Palmetto,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018239
0018240,"Cherokee , Fulton",No,Hickory Flat Road/Lower Birmingham Road @ Little River,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018240
0017981,Fulton,No,SR 141 Conn From CS 7005/Phipps Blvd To SR 237 - Phase III,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017981
0017982,Cherokee,No,SR 140 @ SR 5 Conn,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017982
0017983,Cobb,No,SR 120 @ CR 9507/Mars Hill Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017983
0017989,Cobb,No,Noonday Creek Trail @ SR 3 & @ Noonday Crk-Pedestrian Bridge,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017989
0017991,DeKalb,No,CR 5160/North Druid Hills Road @ CSX #639806W,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017991
0017992,DeKalb,No,Kensington Marta Station Trail - Phase I,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017992
0017993,Fulton,No,SR 6 @ CS 8265/CS 8224/Welcome All Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017993
0017994,Fulton,No,CS 665/Peachtree Street From SR 154 To Alabama Street - LCI,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0017994
0018264,Rockdale,No,Rockdale County School Bus Replacement - Fy 2024,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0018264
